Skip to main content Search Search Search Toggle navigation Cornell University Registrar Classes + Enrollment Class Roster Courses of Study Courses of Study Archive Student Essentials Gateway Courses Prorated Tuition Student Center FAQ Classes and Enrollment FAQ University Registration Calendars + Exams Academic Calendar Final Exam Policies Spring Prelim Schedule Spring Final Exam Schedule Fall Prelim Exam Schedule Fall Final Exam Schedule Grades + Transcripts Grading Median Grades Ordering Transcripts Transcript FAQ Transcript Keys Validating an eTranscript Service + Resources Apostille Certifications University Registrar Directory College Advising Directory College Registrar Directory Diploma Information Disability Accommodations FERPA ID Cards Mental Health at Cornell Names and Name Changes Use of Student Data Veteran Education Benefits Building Codes Faculty + Staff Faculty Center/Advisor Center Advisor Center FAQ Opscan Scanning Service Changing CIP Codes Data Requests Program Registration For Registrar Staff Spring Final Exam Schedule NOTE: These dates may include Religious Holidays for some students. NYS Education Law §224-A mandates that faculty make available an opportunity to make up any examination missed because of religious beliefs. In order to facilitate preparation of makeup exams, students intending to be absent in order to observe any of these holidays are requested to notify the instructor by Friday, April 1, 2022. For additional information about Final Exam policies, see the Faculty Handbook. 
Class              date          time     exam location or date due
PHIL 1650 001    5/15/2022      7:00 PM   Goldwin Smith Hall 142
PHIL 1918 101    5/17/2022      4:30 PM   Final Deliverable due
PHIL 1920 001    5/19/2022      4:30 PM   Final Deliverable due
PHIL 2220 001    5/18/2022     12:00 PM   Final Deliverable due
PHIL 2310 001    5/19/2022      9:00 AM   Statler Hall 198
PHIL 2410 001    5/16/2022      7:00 PM   Online Exam
PHIL 2410 201    5/18/2022      4:30 PM   Final Deliverable due
PHIL 2410 202    5/18/2022      4:30 PM   Final Deliverable due
PHIL 2410 203    5/19/2022     12:00 PM   Final Deliverable due
PHIL 2420 001    5/19/2022      7:00 PM   Goldwin Smith Hall G64 Kau Aud
PHIL 2540 001    5/17/2022     12:00 PM   Final Deliverable due
PHIL 2830 001    5/17/2022      2:00 PM   Goldwin Smith Hall 156
PHIL 2960 001    5/18/2022      4:30 PM   Final Deliverable due
PHIL 2990 001    5/18/2022     12:00 PM   Final Deliverable due
PHIL 3203 101    5/18/2022     12:00 PM   Final Deliverable due
PHIL 3210 001    5/19/2022      4:30 PM   Final Deliverable due
PHIL 3231 001    5/16/2022     12:00 PM   Final Deliverable due
PHIL 3710 001    5/19/2022      4:30 PM   Final Deliverable due
PHIL 3915 001    5/18/2022     12:00 PM   Final Deliverable due
PHIL 4220 101    5/16/2022     12:00 PM   Final Deliverable due
PHIL 4490 101    5/19/2022      4:30 PM   Final Deliverable due
PHIL 6203 101    5/18/2022     12:00 PM   Final Deliverable due
PHIL 6210 101    5/19/2022      4:30 PM   Final Deliverable due
PHIL 6220 101    5/16/2022     12:00 PM   Final Deliverable due
PHIL 6290 101    5/17/2022      4:30 PM   Final Deliverable due
PHIL 6450 101    5/19/2022     12:00 PM   Final Deliverable due
PHIL 6490 101    5/19/2022      4:30 PM   Final Deliverable due
PHIL 6713 001    5/19/2022      4:30 PM   Final Deliverable due
PHIL 6731 001    5/16/2022     12:00 PM   Final Deliverable due

PHYS 1110 001    5/16/2022      4:30 PM   Final Deliverable due
PHYS 1110 002    5/16/2022     12:00 PM   Final Deliverable due
PHYS 1112 001    5/17/2022      9:00 AM   Barton Hall 100 Center, Barton Hall 100 East
PHYS 1112 002    5/17/2022      9:00 AM   Barton Hall 100 Center, Barton Hall 100 East
PHYS 1116 001    5/21/2022      9:00 AM   Rockefeller Hall 115
PHYS 1204 001    5/18/2022      4:30 PM   Final Deliverable due
PHYS 2208 001    5/17/2022      9:00 AM   Statler Hall 185
PHYS 2208 002    5/17/2022      9:00 AM   Statler Hall 185
PHYS 2210 401    5/16/2022     12:00 PM   Final Deliverable due
PHYS 2213 001    5/21/2022      9:00 AM   Baker Laboratory 200
PHYS 2213 002    5/21/2022      9:00 AM   Baker Laboratory 200
PHYS 2214 001    5/21/2022      9:00 AM   Rockefeller Hall 201 Schwartz Aud
PHYS 2214 002    5/21/2022      9:00 AM   Rockefeller Hall 201 Schwartz Aud
PHYS 2217 001    5/21/2022      9:00 AM   Rockefeller Hall 203
PHYS 2218 001    5/20/2022      2:00 PM   Rockefeller Hall 132
PHYS 3316 001    5/17/2022      9:00 AM   Rockefeller Hall 201 Schwartz Aud
PHYS 3318 001    5/14/2022      2:00 PM   Rockefeller Hall 203
PHYS 3360 001    5/16/2022      9:00 AM   Rockefeller Hall 203
PHYS 4443 001    5/17/2022      2:00 PM   Rockefeller Hall 230
PHYS 4444 001    5/18/2022     12:00 PM   Final Deliverable due
PHYS 4488 001    5/17/2022     12:00 PM   Final Deliverable due
PHYS 6562 001    5/17/2022     12:00 PM   Final Deliverable due

PLBIO 1130 001   5/17/2022      2:00 PM   Plant Science Building 143
PLBIO 2490 001   5/15/2022      2:00 PM   Warren Hall 151
PLBIO 3430 001   5/17/2022      2:00 PM   Warren Hall 151
PLBIO 3880 001   5/20/2022      2:00 PM   Warren Hall 113
PLBIO 4000 001   5/19/2022      4:30 PM   Final Deliverable due
PLBIO 4620 001   5/18/2022     12:00 PM   Final Deliverable due
PLBIO 5430 001   5/17/2022      2:00 PM   Warren Hall 151
PLBIO 6000 001   5/19/2022      4:30 PM   Final Deliverable due
PLBIO 6620 001   5/18/2022     12:00 PM   Final Deliverable due
PLBIO 6841 001   5/17/2022      7:00 PM   Plant Science Building 143
PLBIO 6880 001   5/20/2022      2:00 PM   Warren Hall 113

PLBRG 2010 001   5/16/2022      9:00 AM   Warren Hall 151
PLBRG 2250 001   5/18/2022      9:00 AM   Plant Science Building 233
PLBRG 2253 001   5/18/2022      9:00 AM   Plant Science Building 233
PLBRG 4170 001   5/20/2022      2:00 PM   Plant Science Building 141
PLBRG 7170 001   5/20/2022      2:00 PM   Plant Science Building 141

PLHRT 1102 001   5/17/2022      4:30 PM   Final Deliverable due
PLHRT 2150 001   5/14/2022      2:00 PM   Plant Science Building 143
PLHRT 6253 001   5/20/2022      2:00 PM   Plant Science Building 143

PLPPM 5020 001   5/20/2022      2:00 PM   Plant Science Building G37
PLPPM 6010 001   5/17/2022      2:00 PM   Plant Science Building G37

PLSCI 1115 001   5/16/2022      4:30 PM   Final Deliverable due
PLSCI 1115 002   5/16/2022      4:30 PM   Final Deliverable due
PLSCI 1150 001   5/19/2022      2:00 PM   Warren Hall 175
PLSCI 1420 001   5/14/2022      2:00 PM   Warren Hall 175
PLSCI 2010 001   5/19/2022      7:00 PM   Statler Hall 185
PLSCI 2013 001   5/19/2022      7:00 PM   Statler Hall 185
PLSCI 3940 001   5/14/2022      9:00 AM   Plant Science Building 233
PLSCI 4460 001   5/19/2022      2:00 PM   Malott Hall 253
PLSCI 4825 001   5/20/2022      9:00 AM   Plant Science Building G37
PLSCI 5045 001   5/16/2022      7:00 PM   Fernow Hall G24
PLSCI 5060 001   5/17/2022     12:00 PM   Final Deliverable due
PLSCI 5060 002   5/17/2022     12:00 PM   Final Deliverable due
PLSCI 5825 001   5/20/2022      9:00 AM   Plant Science Building G37
PLSCI 5940 001   5/14/2022      9:00 AM   Plant Science Building 233

PLSCS 3210 001   5/18/2022      9:00 AM   Warren Hall 175
PLSCS 4130 001   5/21/2022      9:00 AM   Warren Hall 101
PLSCS 4440 001   5/14/2022      9:00 AM   Warren Hall 151
PLSCS 4660 001   5/18/2022      4:30 PM   Final Deliverable due
PLSCS 4660 002   5/18/2022      4:30 PM   Final Deliverable due
PLSCS 5130 001   5/21/2022      9:00 AM   Warren Hall 101
PLSCS 5210 001   5/18/2022      9:00 AM   Warren Hall 175
PLSCS 5440 001   5/14/2022      9:00 AM   Warren Hall 151
PLSCS 5660 001   5/18/2022      4:30 PM   Final Deliverable due
PLSCS 5660 002   5/18/2022      4:30 PM   Final Deliverable due

PMA 1104 101     5/16/2022      4:30 PM   Final Deliverable due
PMA 1104 102     5/18/2022     12:00 PM   Final Deliverable due
PMA 1164 101     5/19/2022      4:30 PM   Final Deliverable due
PMA 1166 101     5/18/2022     12:00 PM   Final Deliverable due
PMA 1167 101     5/18/2022      4:30 PM   Final Deliverable due
PMA 1410 401     5/16/2022     12:00 PM   Final Deliverable due
PMA 2452 001     5/17/2022      4:30 PM   Final Deliverable due
PMA 2490 001     5/18/2022      4:30 PM   Final Deliverable due
PMA 2681 001     5/17/2022     12:00 PM   Final Deliverable due
PMA 2703 001     5/17/2022      4:30 PM   Final Deliverable due
PMA 3421 001     5/17/2022      9:00 AM   Online Exam
PMA 3481 101     5/18/2022     12:00 PM   Final Deliverable due
PMA 3531 101     5/19/2022      4:30 PM   Final Deliverable due
PMA 3551 001     5/18/2022      4:30 PM   Final Deliverable due
PMA 3615 501     5/19/2022      4:30 PM   Final Deliverable due
PMA 3631 501     5/16/2022     12:00 PM   Final Deliverable due
PMA 3632 501     5/18/2022     12:00 PM   Final Deliverable due
PMA 3660 501     5/16/2022     12:00 PM   Final Deliverable due
PMA 3724 001     5/16/2022      9:00 AM   Goldwin Smith Hall 144
PMA 3758 101     5/19/2022      4:30 PM   Final Deliverable due
PMA 3770 101     5/18/2022     12:00 PM   Final Deliverable due
PMA 4504 101     5/18/2022     12:00 PM   Final Deliverable due
PMA 4585 501     5/17/2022      4:30 PM   Final Deliverable due
PMA 4605 101     5/17/2022      4:30 PM   Final Deliverable due
PMA 6421 001     5/17/2022      9:00 AM   Online Exam
PMA 6551 101     5/18/2022      4:30 PM   Final Deliverable due

PORT 1220 101    5/16/2022      7:00 PM   Uris Hall 438
PORT 2020 101    5/16/2022      7:00 PM   Goldwin Smith Hall G20
PORT 2020 102    5/16/2022      7:00 PM   Goldwin Smith Hall G20

PSYCH 1102 001   5/15/2022      2:00 PM   Statler Hall 185
PSYCH 1130 101   5/19/2022      4:30 PM   Final Deliverable due
PSYCH 1140 101   5/19/2022      4:30 PM   Final Deliverable due
PSYCH 1140 102   5/18/2022      4:30 PM   Final Deliverable due
PSYCH 1200 101   5/17/2022      4:30 PM   Final Deliverable due
PSYCH 2090 001   5/16/2022      7:00 PM   Ives Hall 305
PSYCH 2800 001   5/19/2022      9:00 AM   Kennedy Hall 116 Call Aud
PSYCH 2940 001   5/19/2022      7:00 PM   Online Exam
PSYCH 3140 001   5/16/2022      9:00 AM   Statler Hall 265
PSYCH 3150 001   5/16/2022     12:00 PM   Final Deliverable due
PSYCH 3250 001   5/14/2022      9:00 AM   Rockefeller Hall 201 Schwartz Aud
PSYCH 3320 001   5/18/2022      9:00 AM   Goldwin Smith Hall G64 Kau Aud
PSYCH 3420 001   5/15/2022      2:00 PM   Uris Hall G01
PSYCH 4210 101   5/16/2022      7:00 PM   Online Exam
PSYCH 4382 101   5/19/2022      4:30 PM   Final Deliverable due
PSYCH 4390 101   5/18/2022     12:00 PM   Final Deliverable due
PSYCH 4940 001   5/18/2022     12:00 PM   Final Deliverable due
PSYCH 6140 001   5/16/2022      9:00 AM   Statler Hall 265
PSYCH 6420 002   5/15/2022      2:00 PM   Uris Hall G01
PSYCH 7090 001   5/16/2022      7:00 PM   Ives Hall 305

QUECH 1220 101   5/19/2022      4:30 PM   Final Deliverable due

RELST 2208 101   5/16/2022     12:00 PM   Final Deliverable due
RELST 2250 001   5/18/2022     12:00 PM   Final Deliverable due
RELST 2257 001   5/18/2022     12:00 PM   Final Deliverable due
RELST 2279 001   5/16/2022     12:00 PM   Final Deliverable due
RELST 2644 001   5/19/2022      4:30 PM   Final Deliverable due
RELST 3150 001   5/19/2022      4:30 PM   Final Deliverable due
RELST 3341 101   5/16/2022     12:00 PM   Final Deliverable due
RELST 3344 001   5/17/2022     12:00 PM   Final Deliverable due
RELST 3416 001   5/18/2022      4:30 PM   Final Deliverable due
RELST 3720 001   5/19/2022      4:30 PM   Final Deliverable due
RELST 3738 101   5/19/2022      4:30 PM   Final Deliverable due
RELST 3888 101   5/16/2022     12:00 PM   Final Deliverable due
RELST 4102 101   5/17/2022      4:30 PM   Final Deliverable due
RELST 4351 101   5/19/2022      4:30 PM   Final Deliverable due
RELST 4742 101   5/19/2022     12:00 PM   Final Deliverable due
RELST 4767 101   5/19/2022      4:30 PM   Final Deliverable due
RELST 6210 101   5/19/2022      4:30 PM   Final Deliverable due
RELST 6351 101   5/19/2022      4:30 PM   Final Deliverable due
RELST 6425 101   5/16/2022     12:00 PM   Final Deliverable due
RELST 6616 001   5/18/2022      4:30 PM   Final Deliverable due
RELST 6720 001   5/19/2022      4:30 PM   Final Deliverable due
RELST 6742 101   5/19/2022     12:00 PM   Final Deliverable due
RELST 6767 101   5/19/2022      4:30 PM   Final Deliverable due
RELST 6888 101   5/16/2022     12:00 PM   Final Deliverable due

ROMS 1102 101    5/17/2022     12:00 PM   Final Deliverable due
ROMS 1102 102    5/17/2022      4:30 PM   Final Deliverable due
ROMS 1102 103    5/18/2022      4:30 PM   Final Deliverable due
ROMS 1108 101    5/16/2022     12:00 PM   Final Deliverable due
ROMS 1109 101    5/19/2022      4:30 PM   Final Deliverable due
ROMS 1109 102    5/18/2022      4:30 PM   Final Deliverable due
ROMS 1109 103    5/18/2022      4:30 PM   Final Deliverable due
ROMS 1113 101    5/17/2022     12:00 PM   Final Deliverable due
ROMS 1114 101    5/17/2022      4:30 PM   Final Deliverable due
ROMS 4210 101    5/19/2022      4:30 PM   Final Deliverable due
ROMS 5070 101    5/14/2022      2:00 PM   Uris Hall 301
ROMS 6855 101    5/16/2022     12:00 PM   Final Deliverable due

RUSSA 1122 101   5/15/2022      2:00 PM   Goldwin Smith Hall 142
RUSSA 1122 102   5/15/2022      2:00 PM   Goldwin Smith Hall 142
RUSSA 1126 101   5/15/2022      2:00 PM   Goldwin Smith Hall 156
RUSSA 1132 101   5/15/2022      2:00 PM   Goldwin Smith Hall 158
RUSSA 1132 102   5/15/2022      2:00 PM   Goldwin Smith Hall 158
RUSSA 2204 101   5/17/2022      2:00 PM   Goldwin Smith Hall 144

SANSK 3302 001   5/18/2022     12:00 PM   Final Deliverable due

SHUM 2025 101    5/16/2022     12:00 PM   Final Deliverable due
SHUM 2241 101    5/18/2022     12:00 PM   Final Deliverable due
SHUM 2675 001    5/17/2022      2:00 PM   Goldwin Smith Hall 142
SHUM 2750 101    5/18/2022     12:00 PM   Final Deliverable due
SHUM 2750 102    5/18/2022      4:30 PM   Final Deliverable due
SHUM 2750 103    5/19/2022      4:30 PM   Final Deliverable due
SHUM 2812 001    5/18/2022      4:30 PM   Final Deliverable due
SHUM 3120 101    5/16/2022      7:00 PM   Goldwin Smith Hall 156
SHUM 3625 101    5/19/2022      4:30 PM   Final Deliverable due
SHUM 3742 101    5/17/2022     12:00 PM   Final Deliverable due
SHUM 3750 101    5/16/2022     12:00 PM   Final Deliverable due
SHUM 4008 101    5/16/2022     12:00 PM   Final Deliverable due
SHUM 4605 101    5/17/2022      4:30 PM   Final Deliverable due
SHUM 4666 101    5/17/2022      4:30 PM   Final Deliverable due
SHUM 4667 101    5/18/2022     12:00 PM   Final Deliverable due
SHUM 4668 101    5/17/2022      4:30 PM   Final Deliverable due
SHUM 4669 101    5/17/2022      4:30 PM   Final Deliverable due
SHUM 4670 101    5/16/2022     12:00 PM   Final Deliverable due
SHUM 4750 101    5/17/2022     12:00 PM   Final Deliverable due
SHUM 4750 102    5/16/2022     12:00 PM   Final Deliverable due
SHUM 4866 101    5/16/2022     12:00 PM   Final Deliverable due
SHUM 6356 101    5/16/2022     12:00 PM   Final Deliverable due
SHUM 6666 101    5/17/2022      4:30 PM   Final Deliverable due
SHUM 6667 101    5/18/2022     12:00 PM   Final Deliverable due
SHUM 6668 101    5/17/2022      4:30 PM   Final Deliverable due
SHUM 6669 101    5/17/2022      4:30 PM   Final Deliverable due
SHUM 6670 101    5/16/2022     12:00 PM   Final Deliverable due
SHUM 6819 101    5/16/2022     12:00 PM   Final Deliverable due

SOC 1101 001     5/18/2022     12:00 PM   Final Deliverable due
SOC 2030 001     5/16/2022      9:00 AM   M Van Rensselaer Hall G151
SOC 2100 001     5/18/2022      9:00 AM   Uris Hall G01
SOC 2190 001     5/16/2022      7:00 PM   Goldwin Smith Hall G76 Lewis
SOC 2208 001     5/14/2022      2:00 PM   Baker Laboratory 200
SOC 2250 001     5/16/2022     12:00 PM   Final Deliverable due
SOC 2270 001     5/19/2022      4:30 PM   Final Deliverable due
SOC 2710 001     5/18/2022      7:00 PM   Goldwin Smith Hall G64 Kau Aud
SOC 3170 101     5/18/2022     12:00 PM   Final Deliverable due
SOC 3240 001     5/19/2022      4:30 PM   Final Deliverable due
SOC 3710 001     5/16/2022     12:00 PM   Final Deliverable due
SOC 4010 101     5/18/2022     12:00 PM   Final Deliverable due
SOC 4120 101     5/16/2022     12:00 PM   Final Deliverable due
SOC 4160 001     5/19/2022      4:30 PM   Final Deliverable due
SOC 4560 101     5/18/2022     12:00 PM   Final Deliverable due
SOC 5020 101     5/20/2022      2:00 PM   Uris Hall 302
SOC 5710 001     5/18/2022      7:00 PM   Goldwin Smith Hall G64 Kau Aud
SOC 6020 101     5/16/2022      7:00 PM   M Van Rensselaer Hall G155
SOC 6040 101     5/19/2022     12:00 PM   Final Deliverable due
SOC 6200 101     5/16/2022     12:00 PM   Final Deliverable due
SOC 6270 101     5/16/2022     12:00 PM   Final Deliverable due
SOC 6280 001     5/16/2022     12:00 PM   Final Deliverable due
SOC 6310 101     5/19/2022      4:30 PM   Final Deliverable due

SPAN 1220 001    5/16/2022      2:00 PM   Goldwin Smith Hall G64 Kau Aud
SPAN 1220 002    5/16/2022      2:00 PM   Goldwin Smith Hall G64 Kau Aud
SPAN 1230 101    5/20/2022      2:00 PM   Goldwin Smith Hall G64 Kau Aud
SPAN 1230 102    5/20/2022      2:00 PM   Goldwin Smith Hall G64 Kau Aud
SPAN 1230 103    5/20/2022      2:00 PM   Goldwin Smith Hall G64 Kau Aud
SPAN 1230 104    5/20/2022      2:00 PM   Goldwin Smith Hall G64 Kau Aud
SPAN 1230 105    5/20/2022      2:00 PM   Goldwin Smith Hall G64 Kau Aud
SPAN 1230 106    5/20/2022      2:00 PM   Goldwin Smith Hall G64 Kau Aud
SPAN 1230 107    5/20/2022      2:00 PM   Goldwin Smith Hall G64 Kau Aud
SPAN 1230 108    5/20/2022      2:00 PM   Goldwin Smith Hall G64 Kau Aud
SPAN 1305 101    5/18/2022     12:00 PM   Final Deliverable due
SPAN 1305 102    5/19/2022      4:30 PM   Final Deliverable due
SPAN 2000 101    5/20/2022      9:00 AM   Goldwin Smith Hall G22
SPAN 2000 102    5/20/2022      9:00 AM   Goldwin Smith Hall G22
SPAN 2070 101    5/17/2022      4:30 PM   Final Deliverable due
SPAN 2070 102    5/17/2022      4:30 PM   Final Deliverable due
SPAN 2070 103    5/17/2022      4:30 PM   Final Deliverable due
SPAN 2090 101    5/20/2022      9:00 AM   Klarman Hall KG70
SPAN 2090 103    5/20/2022      9:00 AM   Klarman Hall KG70
SPAN 2090 104    5/20/2022      9:00 AM   Klarman Hall KG70
SPAN 2090 105    5/20/2022      9:00 AM   Klarman Hall KG70
SPAN 2090 106    5/20/2022      9:00 AM   Klarman Hall KG70
SPAN 2090 107    5/20/2022      9:00 AM   Klarman Hall KG70
SPAN 2090 108    5/20/2022      9:00 AM   Klarman Hall KG70
SPAN 2090 109    5/20/2022      9:00 AM   Klarman Hall KG70
SPAN 2090 110    5/20/2022      9:00 AM   Klarman Hall KG70
SPAN 2090 111    5/20/2022      9:00 AM   Klarman Hall KG70
SPAN 2090 112    5/20/2022      9:00 AM   Klarman Hall KG70
SPAN 2090 113    5/20/2022      9:00 AM   Klarman Hall KG70
SPAN 2095 101    5/17/2022      4:30 PM   Final Deliverable due
SPAN 2095 102    5/17/2022      4:30 PM   Final Deliverable due
SPAN 2095 103    5/18/2022     12:00 PM   Final Deliverable due
SPAN 2095 104    5/17/2022      4:30 PM   Final Deliverable due
SPAN 2130 101    5/18/2022      4:30 PM   Final Deliverable due
SPAN 2130 102    5/18/2022      4:30 PM   Final Deliverable due
SPAN 2170 101    5/15/2022      2:00 PM   Goldwin Smith Hall 164
SPAN 2200 001    5/16/2022      7:00 PM   Goldwin Smith Hall G24
SPAN 2205 101    5/20/2022      2:00 PM   Uris Hall 202
SPAN 2460 101    5/17/2022     12:00 PM   Final Deliverable due
SPAN 3325 101    5/18/2022     12:00 PM   Final Deliverable due
SPAN 3970 101    5/18/2022      4:30 PM   Final Deliverable due
SPAN 4666 101    5/17/2022      4:30 PM   Final Deliverable due
SPAN 4895 101    5/18/2022     12:00 PM   Final Deliverable due
SPAN 6666 101    5/17/2022      4:30 PM   Final Deliverable due

STS 1102 001     5/16/2022     12:00 PM   Final Deliverable due
STS 1123 101     5/16/2022     12:00 PM   Final Deliverable due
STS 2011 001     5/18/2022      9:00 AM   Uris Hall G01
STS 2061 001     5/18/2022      4:30 PM   Final Deliverable due
STS 2468 001     5/18/2022     12:00 PM   Final Deliverable due
STS 2721 001     5/17/2022      4:30 PM   Final Deliverable due
STS 2751 001     5/18/2022     12:00 PM   Final Deliverable due
STS 2812 001     5/18/2022      4:30 PM   Final Deliverable due
STS 3181 001     5/16/2022     12:00 PM   Final Deliverable due
STS 3241 001     5/19/2022      4:30 PM   Final Deliverable due
STS 3601 001     5/16/2022     12:00 PM   Final Deliverable due
STS 4040 101     5/19/2022      4:30 PM   Final Deliverable due
STS 4168 101     5/16/2022     12:00 PM   Final Deliverable due
STS 4231 101     5/20/2022      2:00 PM   White Hall 110
STS 4561 101     5/18/2022     12:00 PM   Final Deliverable due
STS 4634 101     5/18/2022     12:00 PM   Final Deliverable due
STS 4650 101     5/17/2022      4:30 PM   Final Deliverable due
STS 4667 101     5/18/2022     12:00 PM   Final Deliverable due
STS 4670 101     5/16/2022     12:00 PM   Final Deliverable due
STS 6061 101     5/18/2022     12:00 PM   Final Deliverable due
STS 6101 101     5/19/2022     12:00 PM   Final Deliverable due
STS 6168 101     5/16/2022     12:00 PM   Final Deliverable due
STS 6311 101     5/19/2022      4:30 PM   Final Deliverable due
STS 6634 101     5/18/2022     12:00 PM   Final Deliverable due
STS 6667 101     5/18/2022     12:00 PM   Final Deliverable due
STS 6670 101     5/16/2022     12:00 PM   Final Deliverable due

STSCI 1380 001   5/14/2022      2:00 PM   Hollister Hall B14
STSCI 2100 001   5/15/2022      2:00 PM   Barton Hall 100 Center, Barton Hall 100 East
STSCI 2110 001   5/15/2022      2:00 PM   Statler Hall 165
STSCI 2150 001   5/14/2022      2:00 PM   Kennedy Hall 116 Call Aud
STSCI 3080 001   5/18/2022      9:00 AM   Ives Hall 105
STSCI 3110 001   5/18/2022      9:00 AM   Ives Hall 305
STSCI 3200 001   5/16/2022      9:00 AM   Goldwin Smith Hall 132 HEC Aud
STSCI 3510 001   5/15/2022      2:00 PM   Olin Hall 155
STSCI 4090 001   5/16/2022      9:00 AM   Ives Hall 105
STSCI 4140 001   5/16/2022      7:00 PM   Warren Hall 175
STSCI 4520 001   5/20/2022      2:00 PM   Phillips Hall 101
STSCI 4550 001   5/18/2022      12:00 PM  Final Deliverable due
STSCI 5090 001   5/16/2022      9:00 AM   Ives Hall 105
STSCI 5110 001   5/15/2022      2:00 PM   Statler Hall 165
STSCI 5140 001   5/16/2022      7:00 PM   Warren Hall 175
STSCI 5150 001   5/14/2022      2:00 PM   Kennedy Hall 116 Call Aud
STSCI 5201 001   5/16/2022      9:00 AM   Goldwin Smith Hall 132 HEC Aud
STSCI 5520 001   5/20/2022      2:00 PM   Phillips Hall 101
STSCI 5550 001   5/18/2022      12:00 PM  Final Deliverable due
STSCI 5640 001   5/16/2022      7:00 PM   Olin Hall 155

SWAHL 1101 001   5/16/2022      7:00 PM   Uris Hall 494
SWAHL 1101 002   5/16/2022      9:00 AM   Goldwin Smith Hall 122
SWAHL 2102 001   5/16/2022      7:00 PM   Goldwin Smith Hall 144

SYSEN 4200 001   5/16/2022      9:00 AM   Hollister Hall 312
SYSEN 5400 001   5/16/2022     12:00 PM   Final Deliverable due
SYSEN 5400 002   5/19/2022      4:30 PM   Final Deliverable due
SYSEN 6400 001   5/16/2022     12:00 PM   Final Deliverable due
SYSEN 6880 001   5/16/2022     12:00 PM   Final Deliverable due

TAG 1100 101     5/19/2022     12:00 PM   Final Deliverable due
TAG 1122 101     5/17/2022      9:00 AM   Rockefeller Hall B15
TAG 2202 101     5/15/2022      2:00 PM   Goldwin Smith Hall 160

TOX 4900 001     5/17/2022      2:00 PM   Fernow Hall G01

TURK 1331 101    5/14/2022      9:00 AM   McGraw Hall 145

URDU 1125 101    5/16/2022      7:00 PM   Uris Hall 394

VIEN 1104 001    5/15/2022      2:00 PM   Plant Science Building 233
VIEN 1104 002    5/19/2022      7:00 PM   Plant Science Building 233
VIEN 2360 001    5/14/2022      2:00 PM   Plant Science Building 233
VIEN 3620 001    5/16/2022      7:00 PM   Plant Science Building 141
VIEN 5360 001    5/14/2022      2:00 PM   Plant Science Building 233
VIEN 5620 001    5/16/2022      7:00 PM   Plant Science Building 141

VIET 1122 101    5/19/2022     12:00 PM   Final Deliverable due
VIET 2202 101    5/16/2022     12:00 PM   Final Deliverable due

VISST 2000 001   5/19/2022      7:00 PM   Goldwin Smith Hall G76 Lewis
VISST 2790 001   5/18/2022      4:30 PM   Final Deliverable due
VISST 2812 001   5/18/2022      4:30 PM   Final Deliverable due
VISST 3176 001   5/18/2022      4:30 PM   Final Deliverable due
VISST 3342 001   5/15/2022      2:00 PM   Uris Hall G01
VISST 3581 101   5/18/2022     12:00 PM   Final Deliverable due
VISST 3696 001   5/19/2022      4:30 PM   Final Deliverable due
VISST 4351 101   5/19/2022      4:30 PM   Final Deliverable due
VISST 4793 501   5/17/2022      4:30 PM   Final Deliverable due
VISST 4857 101   5/16/2022     12:00 PM   Final Deliverable due
VISST 6351 101   5/19/2022      4:30 PM   Final Deliverable due

VTPMD 6102 001   5/19/2022      4:30 PM   Final Deliverable due
VTPMD 6105 001   5/19/2022      4:30 PM   Final Deliverable due
VTPMD 6122 001   5/14/2022      9:00 AM   M Van Rensselaer Hall G155
VTPMD 6182 001   5/18/2022      4:30 PM   Final Deliverable due
VTPMD 6182 002   5/18/2022      4:30 PM   Final Deliverable due
VTPMD 6184 001   5/18/2022      4:30 PM   Final Deliverable due
VTPMD 6184 002   5/18/2022     12:00 PM   Final Deliverable due
VTPMD 6192 001   5/18/2022     12:00 PM   Final Deliverable due

WRIT 1380 101    5/19/2022      4:30 PM   Final Deliverable due
WRIT 1380 102    5/17/2022     12:00 PM   Final Deliverable due
WRIT 1380 103    5/18/2022     12:00 PM   Final Deliverable due
WRIT 1380 104    5/17/2022     12:00 PM   Final Deliverable due
WRIT 1380 105    5/18/2022     12:00 PM   Final Deliverable due
WRIT 1380 106    5/17/2022      4:30 PM   Final Deliverable due
WRIT 1380 107    5/18/2022      4:30 PM   Final Deliverable due
WRIT 1380 108    5/17/2022      4:30 PM   Final Deliverable due
WRIT 1440 101    5/16/2022     12:00 PM   Final Deliverable due
WRIT 1968 101    5/16/2022     12:00 PM   Final Deliverable due

YORUB 1109 101   5/16/2022      7:00 PM   Rockefeller Hall 110
YORUB 1109 102   5/20/2022      9:00 AM   Uris Hall G44
YORUB 2111 101   5/16/2022      7:00 PM   Uris Hall 301
       
 Office of the University Registrar Cornell University, 245 Day Hall Ithaca, NY 14853 Office Hours: Monday - Thursday; 9:00 AM - 1:00 PM and 2:00 PM - 4:00PM Get Directions univreg@cornell.edu (607) 255-4232; Phone Hours: Monday - Friday; 10:00 AM - 1:00 PM and 2:00 PM - 4:00 PM EST (607) 255-6262 If you have a disability and are having trouble accessing information in this website or need materials in an alternate format, contact web-accessibility@cornell.edu for assistance. © 2017 Cornell University
